Title,Price,Star-Rating,Sales,Status,Best-Seller,Ratings-Count,Author
"David Robson Collection 2 Books Set Expectation Effect , Intelligence Trap",$24.18, , ,Brand New, , , 
Gustave Le Bon Psicologia de las masas (Paperback),$24.07, , , ,Top Rated Seller, , 
Getting (More Of) What You Want: How the Secrets of Economics and Psychology...,$5.59, , ,Brand New, , ,"by Neale, Margaret A.; Lys, Thomas Z. "
Albert Ellis Raymond Chip Tafrate How to Control Your Anger (Paperback),$19.64, , , ,Top Rated Seller, , 
"Theories of Developmental Psychology, Miller, Patricia H., Used; Good Book",$5.61, , ,Pre-Owned,Top Rated Seller, , 
Stephanie Foo What My Bones Know (Paperback),$12.97, , ,Pre-Owned,Top Rated Seller, , 
Behind the Shock Machine: The Untold Story of the Notorious Milgram...,$8.45, , , , , ,"by Perry, Gina "
The Wounded Heart By D. Allender,$3.20, ,22 sold,Pre-Owned, , , 
"To Sell is Human: The Surprising Truth About Persuading, Convin .9780857867179",$4.46, ,21 sold, , , , 
"No Ordinary Moments: A Peaceful Warrior's Guide to Daily Life by Millman, Dan",$5.17, , ,Pre-Owned, , ,"by Millman, Dan "
"The Dynamics of Creation (Penguin psychology) by Storr, Anthony 0140156860",$5.90, , , , , , 
The Art of Mingling By Jeanne Martinet,$3.78, ,9 sold,Pre-Owned, , , 
Maria Sirois A Short Course in Happiness After Loss (Paperback),$17.07, , , ,Top Rated Seller, , 
Договориться можно обо всем! BOOK in RUS,$19.50, , ,Brand New, , , 
Robin Norwood Las mujeres que aman demasiado / Women Who Love Too Mu (Paperback),$15.32, , , ,Top Rated Seller, , 
Albert-László Barabási The Formula (Hardback),$31.89, , ,Pre-Owned,Top Rated Seller, , 
Journey to the Heart: Daily Meditations on the Path to Freeing Your Soul,$4.81,5.0 out of 5 stars.,63 sold, , ,33 product ratings,"by Beattie, Melody "
Codependent No More : How to Stop Controlling Others and Start Caring for...,$3.99,5.0 out of 5 stars., ,Brand New, ,160 product ratings, 
Two Bipolar Chicks Guide to Survival: Tips for Living with Bipolar Disorder,$5.87,5.0 out of 5 stars., , , ,2 product ratings,"by Williamson, Wendy K. "
Dale Carnegie Personal Development 6 Books Collection Set Art of Public Speaking,$22.27, ,36 sold,Pre-Owned, , , 
"Yoga and the Quest for the True Self by Cope, Stephen",$5.09,5.0 out of 5 stars., ,Pre-Owned, ,1 product rating,"by Cope, Stephen "
Here's the Story: Surviving Marcia Brady and Finding My True Voice,$5.26, ,35 sold, , , ,"by McCormick, Maureen "
Shona Rowan The Psychology of Successful Women (Paperback),$24.71, , ,Pre-Owned,Top Rated Seller, , 
Super Sexual Orgasm: Discover the Ultimate Pleasure Spot: The Cul-De-Sac,$5.45,4.0 out of 5 stars., ,Brand New, ,1 product rating,"by Keesling, Barbara "
Philip Houston Susan Carnicero Michael Floyd Don Tennant Spy the Lie (Paperback),$17.91,4.5 out of 5 stars., ,Pre-Owned,Top Rated Seller,14 product ratings, 
Changes That Heal: How to Understand the Past to Ensure a Healthier Future,$4.83,5.0 out of 5 stars.,137 sold, , ,8 product ratings,"by Cloud, Henry "
Getting (More Of) What You Want: How the Secrets of Economics and Psychology...,$5.59, , ,Pre-Owned, , ,"by Neale, Margaret A.; Lys, Thomas Z. "
Albert Ellis Raymond Chip Tafrate How to Control Your Anger (Paperback),$19.64, , , ,Top Rated Seller, , 
"Theories of Developmental Psychology, Miller, Patricia H., Used; Good Book",$5.61, , ,Pre-Owned,Top Rated Seller, , 
Stephanie Foo What My Bones Know (Paperback),$12.97, , , ,Top Rated Seller, , 
"The Five Love Languages of Children by Chapman, Gary",$4.58,4.5 out of 5 stars.,408 sold,Pre-Owned, ,67 product ratings,"by Chapman, Gary "
Behind the Shock Machine: The Untold Story of the Notorious Milgram...,$8.45, , ,Pre-Owned, , ,"by Perry, Gina "
The Wounded Heart By D. Allender,$3.20, ,22 sold,Brand New, , , 
"To Sell is Human: The Surprising Truth About Persuading, Convin .9780857867179",$4.46,5.0 out of 5 stars.,21 sold,Pre-Owned, ,1 product rating, 
"No Ordinary Moments: A Peaceful Warrior's Guide to Daily Life by Millman, Dan",$5.17,4.5 out of 5 stars., ,New (Other), ,4 product ratings,"by Millman, Dan "
Jim VandeHei Just the Good Stuff (Hardback),$26.31, , , ,Top Rated Seller, , 
"Hidden Minds: A History of the Unconscious by Tallis, Frank",$5.70, , ,Pre-Owned, , ,"by Tallis, Frank "
"Questions and Answers on Death and Dying by Kubler-Ross, Elisabeth",$4.95,5.0 out of 5 stars.,14 sold, , ,1 product rating,"by Kubler-Ross, Elisabeth "
"The Dynamics of Creation (Penguin psychology) by Storr, Anthony 0140156860",$5.90, , ,Pre-Owned, , , 
The Art of Mingling By Jeanne Martinet,$3.78, ,9 sold, , , , 
Maria Sirois A Short Course in Happiness After Loss (Paperback),$17.07, , ,Brand New,Top Rated Seller, , 
Договориться можно обо всем! BOOK in RUS,$19.50, , , , , , 
Robin Norwood Las mujeres que aman demasiado / Women Who Love Too Mu (Paperback),$15.32, , ,New (Other),Top Rated Seller, , 
Think Like a Monk: Train Your Mind for Peace and Purpose Every Day,$6.49,5.0 out of 5 stars., ,Brand New, ,23 product ratings,"by Shetty, Jay "
"Mind's I by Hofstadter, Douglas",$5.19, , , , , ,"by Hofstadter, Douglas "
Journey to the Heart: Daily Meditations on the Path to Freeing Your Soul,$4.81,5.0 out of 5 stars.,63 sold,Pre-Owned, ,33 product ratings,"by Beattie, Melody "
Codependent No More : How to Stop Controlling Others and Start Caring for...,$3.99,5.0 out of 5 stars., ,Pre-Owned, ,160 product ratings, 
Two Bipolar Chicks Guide to Survival: Tips for Living with Bipolar Disorder,$5.87,5.0 out of 5 stars., ,New (Other), ,2 product ratings,"by Williamson, Wendy K. "
Dale Carnegie Personal Development 6 Books Collection Set Art of Public Speaking,$22.27,5.0 out of 5 stars.,36 sold, , ,2 product ratings, 
Интимный ликбез с родителями и без. Ю. Ярмоленко. М. Гилевич. Книги в UK,$16.55, , ,Pre-Owned, , , 
"The Future of an Illusion by Freud, Sigmund",$4.58,5.0 out of 5 stars., ,Pre-Owned, ,5 product ratings,"by Freud, Sigmund "
DK The Psychology Book (Hardback) DK Big Ideas,$40.66, , ,Brand New,Top Rated Seller, , 
"New, The Best of the Equinox, Sex Magick: Volume III, Crowley, Aleister, Book",$19.03, , , , , , 
The Psychology of Money : Timeless Lessons By Morgan Housel Paperback- NEW,$5.92,4.5 out of 5 stars., ,Pre-Owned, ,23 product ratings, 
"Troubled: A Memoir by Rob Henderson (Hardcover, Brand New, 2024)",$19.99, , ,Pre-Owned, , , 
"Win: Change Your Thinking, Change Your Destiny Baars, Stephen Paperback Used -",$5.79, , ,Pre-Owned, , , 
"Linchpin: Are You Indispensable? by Godin, Seth",$10.63, , ,Pre-Owned, , , 
Neville Goddard Neville Goddard (Paperback) Class Begins Here,$26.11, , ,Brand New,Top Rated Seller, , 
BWRT Reboot your life with BrainWorking Recursive Therapy 9781785835988,$13.23, ,14 sold,Pre-Owned, , , 
"Get up, Stand Up: Uniting Populists, Energizing the Defeated... by Bruce Levine",$3.88, , ,Brand New, , , 
Coincidence: a Matter of Chance - or Synchronicity? By Brian Inglis,$3.21, , ,Pre-Owned, , , 
"Personality Types: Using the Enneagram for Self-Discovery by Riso, Don Richard",$5.40,5.0 out of 5 stars., , , ,9 product ratings,"by Riso, Don Richard "
THE RACE FOR CONSCIOUSNESS By John G. Taylor **BRAND NEW**,$22.95, , ,Pre-Owned, , , 
It's Not You: Identifying and Healing from Narcissistic People -- Ramani Durvasu,$28.99, , ,Pre-Owned,Top Rated Seller, , 
Cognitive Unconscious and Human Rationality (The MIT Press),$6.55, , , , , , 
Helen Russell How to be Sad (Paperback),$15.16, , ,Brand New,Top Rated Seller, , 
"The Last Asylum: A Memoir of Madness in Our Times by Taylor, Barbara",$5.69, , ,Brand New, , ,"by Taylor, Barbara "
Сила воли. Келли Макгонигал. Как развить и укрепить. Книги в UK,$12.73, , , , , , 
"Divorce Poison New and Updated E- 9780061863264, Dr Richard A Warshak, paperback",$5.68, , ,Brand New,Top Rated Seller, , 
Understanding the Mind: The Nature and Power of the Mind,$9.47,5.0 out of 5 stars., , , ,1 product rating,"by Gyatso, Geshe Kelsang "
Sarri Gilman Transform Your Boundaries (Paperback) (US IMPORT),$26.19, , ,Pre-Owned,Top Rated Seller, , 
Wildhood: The Astounding Connections between Human and Animal Adolescents,$9.51,5.0 out of 5 stars., , , ,1 product rating, 
Freud Biologist of the Mind by Sulloway,$9.91, , ,Pre-Owned, , ,by Sulloway 
SMALL TALK: 10 ADHD Lies & How to Stop Believing Them By Richard & Roxanne Pink,$12.34, , , , , , 
"Why Am I Like This?: How to Break Cycles, Heal from Trauma, and Restore  .. NEW",$6.79, , ,Pre-Owned,Top Rated Seller, , 
The Soul of Shame: Retelling the Stories We Believe about Ourselves by Thompson,$15.52,4.5 out of 5 stars., , , ,7 product ratings, 
"Bitter Harvest: A Woman's Fury. A Mother's Sacrifice (True Crime Files),Ann Rul",$4.18,5.0 out of 5 stars.,14 sold,Pre-Owned, ,2 product ratings, 
Bud Harris Becoming Whole (Paperback),$16.69, , , ,Top Rated Seller, , 
CALIFORNIA SCHOOL OF PROFESSIONAL PSYCHOLOGY HANDBOOK OF By Neil G. Ribner *NEW*,$25.95, , ,Pre-Owned, , , 
Rob Parsons Let Me Tell You A Story (Paperback),$16.19, , ,Brand New,Top Rated Seller, , 
"Jeffrey Mason Mom, I Want to Hear Your Story (Hardback)",$26.97, , , ,Top Rated Seller, , 
Scott A Johnson Beating ADHD Naturally (Paperback),$23.38, , ,Brand New,Top Rated Seller, , 
Collecting Confidence: Start Where You Are to Become the Person You Were .. NEW,$12.24,5.0 out of 5 stars., ,Brand New,Top Rated Seller,2 product ratings, 
"Intimate Behaviour,Desmond Morris- 9780586049495",$3.68, , ,Brand New, , , 
Gayle E. Pitman Feminism From A to Z (Paperback),$17.70, , ,Brand New,Top Rated Seller, , 
Susan Blackmore Seeing Myself (Paperback),$17.34, , ,Brand New,Top Rated Seller, , 
Mike Bryon How to Pass Diagrammatic Reasoning Tests (Paperback) Testing Series,$23.63, , ,Pre-Owned,Top Rated Seller, , 
"The Love Prescription: Seven Days to More Intimacy, Connection, (0143136631)",$12.99,5.0 out of 5 stars., ,Pre-Owned, ,1 product rating, 
Ed Bell The 30-Day Creativity Challenge (Paperback),$16.56, , ,Brand New,Top Rated Seller, , 
How to Meet Your Self: the million-copy bestselling author,$16.97,5.0 out of 5 stars., ,Pre-Owned, ,1 product rating, 
Instincts of the Herd in Peace and War (Classic Reprint),$21.08, , ,New (Other),Top Rated Seller, , 
"Stage II Recovery: Life Beyond Addiction by Larsen, Earnie",$5.17,5.0 out of 5 stars., ,Pre-Owned, ,1 product rating,"by Larsen, Earnie "
Testosterone Rex: Unmaking the Myths of Our Gendered Minds By C .9781785783180,$3.78,5.0 out of 5 stars.,21 sold,Pre-Owned, ,2 product ratings, 
Lr Thomas La Trilogia de Psicologia del Trading (Paperback),$45.25, , ,Pre-Owned,Top Rated Seller, , 
William Indick The Psychology of the Western (Paperback),$34.80, , ,Brand New,Top Rated Seller, , 
Nance Guilmartin Healing Conversations (Paperback),$19.98, , ,Pre-Owned,Top Rated Seller, , 
"Yoga and the Quest for the True Self by Cope, Stephen",$5.09,5.0 out of 5 stars., ,Brand New, ,1 product rating,"by Cope, Stephen "
Here's the Story: Surviving Marcia Brady and Finding My True Voice,$5.26,4.5 out of 5 stars.,35 sold,Brand New, ,29 product ratings,"by McCormick, Maureen "
"The Power of Right Believing: 7 Keys to Freedom from Fear, Guilt, and Addiction",$4.58,5.0 out of 5 stars.,37 sold,Brand New, ,31 product ratings,"by Prince, Joseph "
"If Life is a Game, These are the Rules: Ten Rules for Being Hum .9780340750384",$3.78,5.0 out of 5 stars.,14 sold,Brand New, ,1 product rating, 
Why Small Groups: Together Toward Maturity by Greg Somerville C. J. Mahaney,$4.99, ,13 sold,Brand New, , ,by Greg Somerville C. J. Mahaney 
"Powerful: Building a Culture of Freedom and Responsibility by McCord, Patty",$4.99, , ,Pre-Owned, , ,"by McCord, Patty "
George Mather The Psychology of Art (Paperback) (UK IMPORT),$23.34, , ,Brand New,Top Rated Seller, , 
"Emotional Intelligence: Why It Can Matter More Than IQ by Goleman, Daniel",$5.45,5.0 out of 5 stars.,66 sold,New (Other), ,20 product ratings,"by Goleman, Daniel "
"Win: Change Your Thinking, Change Your Destiny by Baars, Stephen",$6.66, , ,Brand New, , ,"by Baars, Stephen "
Framespotting: Changing how you look at things changes how you s,$19.00, , , ,Top Rated Seller, , 
HISTORY OF PSYCHOTHERAPY: Continuity & Change 2011 2nd Ed. Hardcover D/Wrapper,$60.08, , ,Pre-Owned,Top Rated Seller, , 
Poe for Your Problems: Uncommon Advice from History's Least ...  (hardcover),$1.89, , ,Pre-Owned,Top Rated Seller, , 
Unafraid: Living with Courage and Hope in Uncertain Times by Adam Hamilton: Used,$9.66,4.5 out of 5 stars., , , ,5 product ratings, 
Graham C. L. Da The Psychology Student’s Guide to Study and Employab (Paperback),$49.51, , ,Pre-Owned,Top Rated Seller, , 
Octavius K Reynolds How to Handle False Accusations (Paperback),$13.56, , , ,Top Rated Seller, , 
Flo Conway Snapping: America's Epidemic of Sudden Personality Change (Paperback),$22.84, , ,Pre-Owned,Top Rated Seller, , 
"Golf: The Ultimate Mind Game by Sessinghaus, Rick",$5.28,5.0 out of 5 stars., , , ,1 product rating,"by Sessinghaus, Rick "
"Addictive Thinking: Understanding Self-Deception by Twerski M.D., Abraham J",$5.09,5.0 out of 5 stars., ,Pre-Owned, ,15 product ratings,"by Twerski M.D., Abraham J "
Beating Anger: The eight-point plan for coping with rage By Mike Fisher,$3.20,5.0 out of 5 stars.,96 sold,Pre-Owned, ,6 product ratings, 
"Life Coaching: A Cognitive-Behavioural Approach By Michael Neenan, Windy Dryden",$3.20, ,27 sold,Brand New, , , 
Abby Norman You Can Talk to God Like That (Paperback),$18.28, , ,Brand New,Top Rated Seller, , 
In Times Of Illness Informational Pamphlet 2010 Narcotics Anonymous NA Recovery,$5.95, , , , , , 
"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad...",$4.86,4.5 out of 5 stars., ,Pre-Owned, ,2 product ratings,"by Tavris, Carol; Aronson, Elliot "
Breaking the Power of Negative Words: How Positive Words Can Heal,$4.99, , , , , ,"by Busha, Mary C. "
"Back to One: A Practical Guide for Psychotherapists by Kopp, Sheldon",$5.34, , ,Pre-Owned, , ,"by Kopp, Sheldon "
Creative Quest by Questlove,$5.99,4.0 out of 5 stars., , , ,2 product ratings,by Questlove 
Esmé Weijun Wang The Collected Schizophrenias (Paperback),$15.77, , ,Brand New,Top Rated Seller, , 
"The Road Less Traveled: A New Psychology of- 0671250671, M Scott Peck, paperback",$4.17,5.0 out of 5 stars.,18 sold,New (Other),Top Rated Seller,57 product ratings, 
The Game: Penetrating the Secret Society of Pickup Artists by Neil Strauss: Used,$8.34,4.5 out of 5 stars.,24 sold,Brand New, ,61 product ratings, 
"A Practical Guide to Self-Hypnosis by Powers, Melvin",$5.70,4.0 out of 5 stars., ,Brand New, ,2 product ratings,"by Powers, Melvin "
Jennifer Canzoneri The Psychology of Superheroes (Paperback) (UK IMPORT),$19.46,4.5 out of 5 stars., ,Pre-Owned,Top Rated Seller,2 product ratings, 
Ancestral Medicine: Rituals for Personal and Family Healing,$10.89,5.0 out of 5 stars., , , ,2 product ratings, 
A James Kolar Foreign Faction - Who Really Kidnapped JonBenet? (Paperback),$28.88,5.0 out of 5 stars., ,Pre-Owned,Top Rated Seller,4 product ratings, 
Cognitive Behavioural Therapy (CBT): Your Toolkit by Elaine Iljon Foreman NEW,$7.38,4.5 out of 5 stars., , , ,12 product ratings, 
"Bright Days, Dark Nights: With Charles Spurgeon in Triumph Over Emotional Pain",$4.58,4.5 out of 5 stars., ,Pre-Owned, ,2 product ratings,"by Skoglund, Elizabeth Ruth "
"Learning to Live Again by Miller, Merlene",$5.28,5.0 out of 5 stars., , , ,1 product rating,"by Miller, Merlene "
Emotional Design: Why We Love (or Hate) Everyday Things by Don Norman: Used,$7.28,5.0 out of 5 stars., ,Pre-Owned, ,2 product ratings, 
Live Your Dash: Make Every Moment Matter  paperback Used - Very Good,$16.65,5.0 out of 5 stars., ,New (Other), ,1 product rating, 
Priscilla Tallman 30 Day Champions Journal (Paperback),$16.03, , ,Brand New,Top Rated Seller, , 
Sztuka Kochania Michalina Wisłocka Polish book The Art of Loving Love,$12.67,4.5 out of 5 stars.,13 sold,Brand New, ,3 product ratings, 
Hope Prevails: Insights from a Doctor's Personal Journey Through Depression,$6.97, , ,Pre-Owned, , ,"by Bengtson, Michelle "
"In Search of Memory: The Emergence of a New Science of Mind by Kandel, Eric R.",$5.84,5.0 out of 5 stars., ,Brand New, ,1 product rating,"by Kandel, Eric R. "
"Families and How to Survive Them By Robin Skynner, John Cleese. 9780413526403",$4.46, , , , , , 
Josh Kaufman The First 20 Hours (Paperback),$16.87, , ,Pre-Owned,Top Rated Seller, , 
"Magnificent Mind at Any Age: Natural Ways - 0307339106, paperback, Daniel G Amen",$4.30,4.5 out of 5 stars., , ,Top Rated Seller,4 product ratings, 
"The Murder of Sonny Liston: Las Vegas, Heroin, and Heavyweights",$6.08,4.5 out of 5 stars.,8 sold,Pre-Owned, ,6 product ratings,"by Assael, Shaun "
Stephen R. Covey Live Life in Crescendo (Paperback),$16.27, , , ,Top Rated Seller, , 
Foundations in Music Psychology: Theory and Research (The MIT Press),$33.15, , ,Brand New, , , 
Helping Your Anxious Child: A Step-By,$4.31,5.0 out of 5 stars., ,Brand New,Top Rated Seller,1 product rating, 
Maybe You Should Talk to Someone: life from both sides of the couch By Lori Got,$10.39,5.0 out of 5 stars.,28 sold,Brand New, ,3 product ratings, 
"Grit: The Power of Passion and Perseverance by Duckworth, Angela",$4.89,5.0 out of 5 stars.,14 sold, , ,35 product ratings,"by Duckworth, Angela "
On Killing Remotely: The Psychology of Killing with Drones,$17.43, , ,Brand New, , , 
"Them: Adventures with Extremists: Picador Classic,Jon Ronson, Russell Brand",$5.59,5.0 out of 5 stars.,19 sold, , ,1 product rating, 
Body Language: How to Know What's Really Being Said By James Borg,$3.78, , ,Pre-Owned, , , 
Michael Hutchison Mega Brain (Paperback),$32.10, , , ,Top Rated Seller, , 
"FRENCH WOMEN DON'T GET FAT: THE  , Guiliano, Mireille",$3.85,4.5 out of 5 stars., ,Pre-Owned, ,50 product ratings, 
"Why Men Don't Listen and Women Can't Read Maps,Allan Pease, Barbara Pease",$4.07,5.0 out of 5 stars.,145 sold,Brand New, ,19 product ratings, 
"Ego Psychology and the Problem of Adaptation by Hartmann, Heinz 1894-1970, Li...",$25.38, , , , , , 
Gavin de Becker The Gift of Fear (Paperback),$15.58,5.0 out of 5 stars.,7 sold,Pre-Owned,Top Rated Seller,9 product ratings, 
Jürgen Habermas Moral Consciousness and Communicative Action (Paperback),$29.48, , , ,Top Rated Seller, , 
"Small Sacrifices: A True Story of Passion and Murder by Rule, Ann",$10.35,5.0 out of 5 stars., ,Brand New,Top Rated Seller,22 product ratings, 
